location_name__c,Name,point__Longitude__s,point__Latitude__s
東京都/豊島区/南池袋/一丁目/２３番,エーエムピーエム池袋駅前店,139.71266,35.72899
東京都/豊島区/南池袋/一丁目/２５番,ファミリーマート南池袋一丁目店,139.71326,35.72861
東京都/豊島区/南池袋/二丁目/１２番,サンクス南池袋東通り店,139.71364,35.72588
東京都/豊島区/南池袋/二丁目/１３番,ローソン南池袋２丁目店,139.7132,35.72617
東京都/豊島区/南池袋/二丁目/１５番,セブンイレブン南池袋2丁目店,139.71231,35.72674
東京都/豊島区/南池袋/二丁目/２６番,ファミリーマート南池袋パーク通り店,139.71329,35.72781
東京都/豊島区/南池袋/二丁目/３２番,ファミリーマート南池袋二丁目店,139.7153,35.72637
東京都/豊島区/南池袋/二丁目/３２番,セブンイレブン豊島南池袋2の東店,139.7153,35.72637
東京都/豊島区/南池袋/三丁目/７番,ミニストップ南池袋３丁目店,139.71236,35.72358
東京都/豊島区/南池袋/三丁目/９番,サンクス南池袋店,139.71176,35.72455
東京都/豊島区/南長崎/一丁目/２５番,エーエムピーエム椎名町駅南口店,139.69446,35.72622
東京都/豊島区/南長崎/二丁目/２番,セブンイレブン豊島南長崎2丁目店,139.6898,35.72331
東京都/豊島区/南長崎/四丁目/２４番,ファミリーマート丸越南長崎店,139.68393,35.72682
東京都/豊島区/南長崎/五丁目/６番,エーエムピーエム豊島南長崎通り店,139.68074,35.72817
東京都/豊島区/南長崎/六丁目/１３番,セブンイレブン豊島南長崎6丁目店,139.67851,35.73146
東京都/豊島区/北大塚/一丁目/１６番,エーエムピーエム北大塚1丁目店,139.72984,35.73163
東京都/豊島区/北大塚/一丁目/１８番,ミニストップ北大塚１丁目店,139.73024,35.73267
東京都/豊島区/北大塚/一丁目/２０番,ファミリーマート北大塚店,139.73109,35.73289
東京都/豊島区/北大塚/二丁目/１５番,エーエムピーエム大塚駅前店,139.72882,35.73253
東京都/豊島区/北大塚/二丁目/１８番,ファミリーマート北大塚二丁目店,139.72755,35.73398
東京都/豊島区/北大塚/二丁目/１９番,セブンイレブン豊島北大塚2丁目店,139.7272,35.73423
東京都/豊島区/北大塚/二丁目/２番,エーエムピーエム北大塚2丁目店,139.72778,35.73214
東京都/豊島区/北大塚/二丁目/８番,サンクス北大塚店,139.7267,35.73333
東京都/豊島区/北大塚/三丁目/１０番,サンクス巣鴨高校前店,139.72227,35.73436
東京都/豊島区/北大塚/三丁目/３２番,セブンイレブン豊島北大塚店,139.726,35.73456
東京都/豊島区/目白/一丁目/５番,セブンイレブン学習院大学店,139.70934,35.71861
東京都/豊島区/目白/一丁目/５番,ローソン学習院大学店,139.70934,35.71861
東京都/豊島区/目白/三丁目/１４番,サンクス目白駅前店,139.70613,35.7221
東京都/豊島区/目白/三丁目/４番,エーエムピーエム目白駅前店,139.70586,35.72167
東京都/豊島区/目白/五丁目/２５番,（株）アワーズ,139.69647,35.7253
東京都/豊島区/目白/五丁目/２５番,セブンイレブン豊島目白5丁目店,139.69647,35.7253
東京都/豊島区/目白/五丁目/４番,サンクス目白5丁目店,139.69458,35.72263
東京都/豊島区/要町/一丁目/１番,デイリーヤマザキ豊島要町店,139.69859,35.73291
東京都/豊島区/要町/一丁目/１１番,エーエムピーエム豊島要町店,139.69916,35.73352
東京都/豊島区/要町/一丁目/２８番,ファミリーマート丸萬要町一丁目店,139.69687,35.73519
東京都/豊島区/要町/二丁目/３１番,サンクス豊島要町2丁目店,139.69272,35.73658
東京都/豊島区/要町/二丁目/７番,サンクス要町店,139.69298,35.73474
東京都/豊島区/要町/三丁目/１１番,ローソン要町三丁目店,139.68918,35.73794
東京都/豊島区/要町/三丁目/２番,ファミリーマート丸萬千川駅前店,139.69,35.73677
東京都/豊島区/要町/三丁目/２３番,デイリーヤマザキ千川駅前店,139.68758,35.73915
東京都/豊島区/要町/三丁目/４６番,ミニストップ要町三丁目店,139.68886,35.7398
東京都/北区/王子/一丁目/２３番,エーエムピーエム王子明治通り店,139.73969,35.75518
東京都/北区/王子/一丁目/６番,セブンイレブン王子1丁目店,139.741,35.75449
東京都/北区/王子/一丁目/９番,エーエムピーエム王子駅前店,139.73799,35.75403
東京都/北区/王子/一丁目/１３番,セブンイレブン北区王子駅北店,139.73688,35.75554
東京都/北区/王子/二丁目/１８番,ローソン王子二丁目店,139.73708,35.75859
東京都/北区/王子/二丁目/１５番,セブンイレブン北区王子2丁目店,139.73697,35.75721
東京都/北区/王子/二丁目/３２番,ポプラ王子２丁目店,139.73833,35.75628
東京都/北区/王子/三丁目/２１番,セブンイレブン王子三丁目店,139.73776,35.76001
東京都/北区/王子/四丁目/１４番,ローソン王子四丁目店,139.7354,35.76111
東京都/北区/王子/五丁目/２３番,ファミリーマート東京成徳学園前店,139.7384,35.76691
東京都/北区/王子/五丁目/３番,セブンイレブン北区王子神谷駅南店,139.73601,35.76378
東京都/北区/王子/五丁目/１０番,サンクス王子神谷駅前店,139.73611,35.76525
東京都/北区/王子本町/一丁目/８番,セブンイレブン北区王子本町1丁目店,139.73076,35.75294
東京都/北区/王子本町/二丁目/２３番,ミニストップ王子本町店,139.73184,35.75492
東京都/北区/岸町/一丁目/６番,セブンイレブン北区岸町1丁目店,139.73495,35.75476
東京都/北区/岸町/一丁目/３番,サンクス王子岸町店,139.73637,35.75387
東京都/北区/岩淵町/１４番,ファミリーマート赤羽岩淵町店,139.72319,35.7835
東京都/北区/志茂/一丁目/１５番,ローソン志茂一丁目店,139.7265,35.77515
東京都/北区/志茂/二丁目/３９番,ファミリーマート赤羽平和通り店,139.72858,35.77955
東京都/北区/志茂/二丁目/６番,スリーエフ志茂2丁目店,139.73166,35.77886
東京都/北区/志茂/三丁目/１４番,ミニストップ志茂駅前店,139.73293,35.77782
東京都/北区/志茂/三丁目/２２番,ローソン志茂三丁目店,139.73203,35.77909
東京都/北区/十条仲原/二丁目/１１番,セブンイレブン北区十条仲原店,139.72058,35.76424
東京都/北区/十条仲原/三丁目/１４番,サンクス十条仲原3丁目店,139.71924,35.76542
東京都/北区/昭和町/一丁目/４番,セブンイレブン北区昭和町店,139.75693,35.74616
東京都/北区/上十条/一丁目/１０番,ファミリーマート上十条一丁目店,139.72249,35.75891
東京都/北区/上十条/一丁目/２１番,サンクス上十条1丁目店,139.7243,35.75932
東京都/北区/上十条/二丁目/１２番,サンクス上十条店,139.7206,35.75969
東京都/北区/上十条/二丁目/２７番,ファミリーマート十条駅前店,139.72151,35.76014
東京都/北区/上十条/二丁目/２７番,セブンイレブン北区十条駅前店,139.72151,35.76014
東京都/北区/上十条/二丁目/３１番,サンクス十条西口店,139.72208,35.76108
東京都/北区/上十条/三丁目/１９番,ファミリーマートマサキ上十条店,139.71701,35.76227
東京都/北区/上十条/三丁目/５番,セブンイレブン上十条店,139.71773,35.76058
東京都/北区/上中里/二丁目/２６番,セブンイレブン北区上中里2丁目店,139.74858,35.74694
東京都/北区/上中里/三丁目/６番,ファミリーマート上中里三丁目店,139.74883,35.7501
東京都/北区/神谷/一丁目/１３番,ローソンストア１００北区神谷１丁目店,139.73454,35.76807
東京都/北区/神谷/一丁目/２番,セブンイレブン北区神谷1丁目店,139.73547,35.76755
東京都/北区/神谷/一丁目/３１番,デイリーヤマザキ東十条店,139.73045,35.76727
東京都/北区/神谷/二丁目/５０番,サンクス北区神谷店,139.72632,35.77362
東京都/北区/神谷/三丁目/３７番,セブンイレブン北区神谷3丁目店,139.73036,35.77028
東京都/北区/西が丘/一丁目/２０番,ファミリーマート西ケ丘一丁目店,139.71318,35.77085
東京都/北区/西が丘/三丁目/１番,ローソン西が丘三丁目店,139.71268,35.7634
東京都/北区/西ケ原/二丁目/４６番,セブンイレブン北区西ケ原2丁目店,139.74255,35.74533
東京都/北区/西ケ原/二丁目/４４番,サンクス西ヶ原駅前店,139.74173,35.74571
東京都/北区/西ケ原/四丁目/４９番,セブンイレブン北区西ケ原4丁目店,139.73383,35.74374
東京都/北区/西ケ原/四丁目/６５番,サンクス西ヶ原4丁目店,139.7327,35.7441
東京都/北区/赤羽/一丁目/１番,デイリーヤマザキ赤羽駅南口店,139.72115,35.77726
東京都/北区/赤羽/一丁目/２２番,ファミリーマート赤羽駅東口店,139.72086,35.77988
東京都/北区/赤羽/一丁目/６１番,ミニストップ赤羽１番街店,139.72009,35.78238
東京都/北区/赤羽/一丁目/６２番,ファミリーマート赤羽一番街店,139.71953,35.78239
東京都/北区/赤羽/一丁目/６番,ミニストップ赤羽東口店,139.72241,35.7784
東京都/北区/赤羽/一丁目/９番,サンクス赤羽駅前店,139.7216,35.77895
東京都/北区/赤羽/二丁目/１７番,セブンイレブン北区赤羽東本通り店,139.72287,35.7802
東京都/北区/赤羽/二丁目/２７番,セブンイレブン赤羽2丁目店,139.72551,35.78016
東京都/北区/赤羽/二丁目/５０番,エーエムピーエム赤羽2丁目店,139.72284,35.78187
東京都/北区/赤羽西/一丁目/３４番,ファミリーマート亀屋赤羽西店,139.71799,35.77722
東京都/北区/赤羽西/一丁目/３９番,ローソン赤羽西１丁目店,139.71898,35.77888
東京都/北区/赤羽西/一丁目/６番,エーエムピーエム赤羽駅西口店,139.71918,35.77785
東京都/北区/赤羽西/五丁目/１２番,セブンイレブン北区赤羽西5丁目店,139.70888,35.77544
東京都/北区/赤羽西/六丁目/２１番,ローソン赤羽西店,139.70505,35.77437
東京都/北区/赤羽西/六丁目/３番,ファミリーマート赤羽西六丁目店,139.70816,35.77101
東京都/北区/赤羽台/三丁目/２５番,セブンイレブン北区赤羽台3丁目店,139.71289,35.77805
東京都/北区/赤羽南/一丁目/４番,セブンイレブン北区赤羽南1丁目店,139.72241,35.7763
東京都/北区/赤羽南/一丁目/２４番,ミニストップ赤羽南店,139.7256,35.77618
東京都/北区/赤羽南/一丁目/４番,エーエムピーエム赤羽駅南店,139.72241,35.7763
東京都/北区/赤羽南/一丁目/５番,ファミリーマート赤羽南店,139.7225,35.77678
東京都/北区/赤羽南/一丁目/９番,サンクス赤羽南口店,139.7225,35.7775
東京都/北区/赤羽南/二丁目/１０番,ミニストップ赤羽南２丁目店,139.7231,35.77406
東京都/北区/赤羽北/一丁目/１４番,セブンイレブン北区赤羽北店,139.71136,35.78692
東京都/北区/赤羽北/二丁目/２５番,セブンイレブン北赤羽駅アクトピア店,139.70724,35.78564
東京都/北区/赤羽北/二丁目/３１番,エーエムピーエム北赤羽駅前店,139.70869,35.78645
東京都/北区/滝野川/一丁目/２９番,ファミリーマート滝野川一丁目店,139.73593,35.74616
東京都/北区/滝野川/三丁目/４８番,セブンイレブン北区滝野川3丁目店,139.72795,35.74911
東京都/北区/滝野川/五丁目/３７番,ファミリーマート滝野川五丁目店,139.7249,35.747
東京都/北区/滝野川/六丁目/８３番,セブンイレブン北区滝野川6丁目店,139.72159,35.7463
東京都/北区/滝野川/六丁目/８番,ローソン滝野川６丁目店,139.72659,35.74284
東京都/北区/滝野川/七丁目/９番,ローソン滝野川７丁目店,139.72115,35.74573
東京都/北区/滝野川/七丁目/７番,サンクス板橋駅東口店,139.72063,35.74464
東京都/北区/中十条/二丁目/１３番,ミニストップ中十条店,139.72505,35.76214
東京都/北区/中十条/二丁目/９番,セブンイレブン北区東十条駅前店,139.72676,35.76201
東京都/北区/中十条/三丁目/１８番,セブンイレブン北区中十条3丁目店,139.72441,35.76455
東京都/北区/中里/一丁目/５番,サンクス駒込東口店,139.74992,35.73669
東京都/北区/中里/二丁目/１番,セブンイレブン北区駒込駅東口店,139.74936,35.73782
東京都/北区/中里/二丁目/２４番,ローソン中里二丁目店,139.7504,35.73951
東京都/北区/田端/三丁目/４番,セブンイレブン田端3丁目店,139.75468,35.73468
東京都/北区/田端/六丁目/３番,ローソン田端六丁目店,139.75847,35.73875
東京都/北区/田端新町/二丁目/１８番,ローソン田端新町二丁目店,139.76511,35.74106
東京都/北区/田端新町/二丁目/８番,ファミリーマート田端新町二丁目店,139.76787,35.73931
東京都/北区/東十条/一丁目/１１番,ミニストップ東十条店,139.73164,35.76142
東京都/北区/東十条/二丁目/１４番,スリーエフ東十条店,139.72929,35.76377
東京都/北区/東十条/二丁目/５番,ローソン北区東十条２丁目店,139.72986,35.76292
東京都/北区/東十条/三丁目/９番,サンクス東十条3丁目店,139.73167,35.76615
東京都/北区/東十条/四丁目/５番,ローソン東十条四丁目店,139.7278,35.76604
東京都/北区/東十条/六丁目/７番,フレンドマート東十条店,139.72589,35.77169
東京都/北区/東田端/一丁目/１３番,セブンイレブン北区東田端1丁目店,139.76241,35.73926
東京都/北区/浮間/一丁目/７番,ファミリーマート浮間一丁目店,139.70364,35.78932
東京都/北区/浮間/二丁目/２５番,セブンイレブン北区浮間2丁目店,139.69411,35.7913
東京都/北区/浮間/三丁目/２番,セブンイレブン北赤羽駅浮間口店,139.70404,35.78776
東京都/北区/浮間/四丁目/１０番,セブンイレブン北区浮間中央通り店,139.69621,35.78777
東京都/北区/浮間/四丁目/３２番,ファミリーマート浮間舟渡駅前店,139.69189,35.79093
東京都/北区/浮間/四丁目/１９番,サンクス浮間店,139.69516,35.78772
東京都/北区/浮間/四丁目/５番,ファミリーマート浮間中央通り店,139.69754,35.78908
東京都/北区/豊島/一丁目/１９番,セブンイレブン北区豊島1丁目店,139.7408,35.75875
東京都/北区/豊島/二丁目/１５番,エーエムピーエム北区豊島2丁目店,139.74567,35.75803
東京都/北区/豊島/三丁目/１番,ローソンストア１００北区豊島３丁目店,139.74496,35.75985
東京都/北区/豊島/三丁目/１３番,ファミリーマート豊川通り店,139.74367,35.76162
東京都/北区/豊島/五丁目/１番,セブンイレブン豊島5丁目店,139.75055,35.76343
東京都/北区/豊島/六丁目/７番,セブンイレブン北区豊島6丁目店,139.74583,35.76414
東京都/北区/豊島/八丁目/１１番,エーエムピーエム北区豊島八丁目店,139.73907,35.76559
東京都/北区/堀船/二丁目/１９番,エーエムピーエム王子堀船店,139.74379,35.7545
東京都/北区/堀船/三丁目/１８番,ファミリーマート堀船三丁目店,139.74809,35.75436
東京都/北区/堀船/三丁目/４０番,セブンイレブン北区堀船3丁目店,139.74921,35.75299
東京都/墨田区/押上/一丁目/１２番,エーエムピーエム押上駅前店,139.81462,35.71083
東京都/墨田区/押上/一丁目/３３番,セブンイレブン墨田押上1丁目店,139.8167,35.7107
東京都/墨田区/押上/二丁目/２０番,セブンイレブン墨田押上2丁目店,139.81328,35.71392
東京都/墨田区/押上/二丁目/２番,ミニストップ業平橋店,139.80968,35.71127
東京都/墨田区/横川/一丁目/１番,セブンイレブン墨田横川1丁目店,139.80872,35.70328
東京都/墨田区/横網/二丁目/４番,スリーエフすみだ横網店,139.7966,35.70051
東京都/墨田区/亀沢/一丁目/１番,ファミリーマート亀沢一丁目店,139.79826,35.6959
東京都/墨田区/亀沢/四丁目/１６番,ファミリーマート亀沢四丁目店,139.80733,35.6981
東京都/墨田区/菊川/一丁目/１７番,セブンイレブン墨田菊川1丁目店,139.8013,35.69001
東京都/墨田区/菊川/一丁目/９番,ファミリーマート菊川一丁目店,139.80251,35.68851
東京都/墨田区/菊川/二丁目/５番,サンクス菊川駅前店,139.80534,35.68806
東京都/墨田区/菊川/三丁目/１０番,セブンイレブン墨田菊川店,139.80794,35.6881
東京都/墨田区/菊川/三丁目/１６番,ローソンストア１００墨田菊川３丁目店,139.80638,35.68873
東京都/墨田区/菊川/三丁目/７番,ファミリーマート菊川駅前店,139.80638,35.68813
東京都/墨田区/京島/一丁目/１番,セブンイレブン墨田曳舟駅前店,139.81715,35.71589
東京都/墨田区/京島/二丁目/９番,セブンイレブン墨田京島店,139.82013,35.71473
東京都/墨田区/業平/四丁目/４番,エーエムピーエム墨田業平4丁目店,139.81581,35.70587
東京都/墨田区/錦糸/一丁目/２番,エーエムピーエム錦糸町アルカセントラルビル店,139.81311,35.69685
東京都/墨田区/錦糸/一丁目/５番,セブンイレブン墨田錦糸1丁目店,139.81035,35.69786
東京都/墨田区/錦糸/一丁目/５番,ローソン錦糸一丁目店,139.81035,35.69786
東京都/墨田区/錦糸/一丁目/７番,ファミリーマート鈴木錦糸町店,139.81033,35.6982
東京都/墨田区/錦糸/三丁目/２番,サンクス墨田錦糸町北口店,139.81424,35.69753
東京都/墨田区/錦糸/三丁目/４番,ミニストップ錦糸公園前店,139.81448,35.69807
東京都/墨田区/錦糸/三丁目/７番,ローソン錦糸北口店町,139.81374,35.69863
東京都/墨田区/吾妻橋/一丁目/７番,セブンイレブン墨田吾妻橋1丁目店,139.80142,35.70869
東京都/墨田区/吾妻橋/二丁目/３番,ポプラ本所吾妻橋店,139.80367,35.70886
東京都/墨田区/吾妻橋/三丁目/１番,ミニストップ吾妻橋３丁目店,139.80495,35.70841
東京都/墨田区/吾妻橋/三丁目/３番,セブンイレブン墨田吾妻橋3丁目店,139.80704,35.70852
東京都/墨田区/吾妻橋/三丁目/７番,エーエムピーエム吾妻橋3丁目店,139.80493,35.70887
東京都/墨田区/向島/一丁目/１２番,ローソン向島一丁目店,139.80592,35.71234
東京都/墨田区/向島/三丁目/５番,セブンイレブン向島店,139.80916,35.71486
東京都/墨田区/向島/四丁目/８番,ファミリーマート向島四丁目店,139.81245,35.71712
東京都/墨田区/江東橋/二丁目/１７番,サンクス墨田錦糸町南口店,139.81223,35.69598
東京都/墨田区/江東橋/二丁目/２番,ミニストップ江東橋店,139.81271,35.69352
東京都/墨田区/江東橋/二丁目/３番,ファミリーマート江東橋二丁目店,139.81175,35.69346
東京都/墨田区/江東橋/三丁目/１０番,セブンイレブン錦糸町駅南口店,139.8129,35.69577
東京都/墨田区/江東橋/三丁目/５番,セブンイレブン墨田江東橋3丁目店,139.81372,35.69412
東京都/墨田区/江東橋/三丁目/８番,ファミリーマート江東橋三丁目店,139.81465,35.69499
東京都/墨田区/江東橋/三丁目/９番,デイリーヤマザキ錦糸町ウインズ前店,139.81374,35.69494
東京都/墨田区/江東橋/四丁目/１１番,ジャストスポット錦糸町店,139.81572,35.69441
東京都/墨田区/江東橋/四丁目/１９番,サンクス江東橋4丁目店,139.81548,35.69479
東京都/墨田区/江東橋/四丁目/２９番,サンクス錦糸町店,139.81686,35.69612
東京都/墨田区/江東橋/四丁目/５番,ファミリーマート江東橋四丁目店,139.81789,35.69379
東京都/墨田区/石原/一丁目/２７番,セブンイレブン墨田石原1丁目店,139.79741,35.70002
東京都/墨田区/石原/二丁目/１１番,サンクス墨田石原店,139.8002,35.70016
東京都/墨田区/石原/四丁目/１番,セブンイレブン墨田石原店,139.80551,35.69925
東京都/墨田区/石原/四丁目/２５番,ローソン石原四丁目店,139.80559,35.70098
東京都/墨田区/千歳/二丁目/９番,セブンイレブン墨田千歳店,139.79532,35.69138
東京都/墨田区/太平/一丁目/１１番,エーエムピーエム墨田太平1丁目店,139.81117,35.70076
東京都/墨田区/太平/二丁目/５番,セブンイレブン墨田太平2丁目店,139.81284,35.70045
東京都/墨田区/太平/三丁目/１１番,ファミリーマート太平三丁目店,139.81349,35.70137
東京都/墨田区/太平/三丁目/２０番,セブンイレブン墨田太平3丁目店,139.8141,35.7026
東京都/墨田区/太平/四丁目/１４番,サンクス墨田太平4丁目店,139.81505,35.70233
東京都/墨田区/太平/四丁目/１番,サンクスolinas錦糸町店,139.81557,35.70063
東京都/墨田区/堤通/一丁目/１９番,ファミリーマート坪田リバーサイド店,139.81189,35.72702
東京都/墨田区/東向島/一丁目/３５番,セブンイレブン墨田東向島1丁目店,139.81567,35.7205
東京都/墨田区/東向島/一丁目/３５番,ファミリーマート荒井屋東向島店,139.81567,35.7205
東京都/墨田区/東向島/二丁目/１３番,ミニストップ東武曳舟店,139.81619,35.71687
東京都/墨田区/東向島/二丁目/２７番,サンクス東武曳舟店,139.81699,35.71788
東京都/墨田区/東向島/二丁目/４９番,ファミリーマート曳舟駅東店,139.81963,35.72006
東京都/墨田区/東向島/三丁目/１０番,セブンイレブン墨田東向島3丁目店,139.81334,35.7271
東京都/墨田区/東向島/三丁目/３９番,ローソン東向島３丁目店,139.81764,35.72268
東京都/墨田区/東向島/五丁目/１番,ファミリーマート東向島駅南店,139.81935,35.72359
東京都/墨田区/東向島/五丁目/３９番,セブンイレブン墨田四ツ木橋南店,139.82452,35.72829
東京都/墨田区/東向島/五丁目/８番,セブンイレブン墨田東向島5丁目店,139.81982,35.72562
東京都/墨田区/東向島/六丁目/１１番,エーエムピーエム東向島6丁目店,139.82161,35.72159
東京都/墨田区/東墨田/二丁目/１番,ファミリーマート東墨田二丁目店,139.83029,35.71846
東京都/墨田区/八広/一丁目/１番,ミニストップ曳舟川店,139.82104,35.72014
東京都/墨田区/八広/一丁目/２７番,セブンイレブン墨田八広店,139.82382,35.71847
東京都/墨田区/八広/二丁目/１５番,セブンイレブン墨田八広南店,139.82495,35.71605
東京都/墨田区/八広/二丁目/５６番,セブンイレブン墨田八広2丁目店,139.82841,35.71523
東京都/墨田区/八広/三丁目/３５番,トヨダヤ,139.82841,35.71782
東京都/墨田区/八広/四丁目/２６番,ファミリーマート八広四丁目店,139.82867,35.72493
東京都/墨田区/八広/五丁目/２８番,セブンイレブン墨田八広5丁目店,139.82695,35.72412
東京都/墨田区/八広/五丁目/８番,セブンイレブン墨田曳舟川通り八広店,139.82437,35.72468
東京都/墨田区/文花/三丁目/２３番,セブンイレブン墨田文花店,139.82828,35.71098
東京都/墨田区/墨田/二丁目/２番,ファミリーマート坪田しらひげ店,139.81491,35.731
東京都/墨田区/墨田/二丁目/５番,セブンイレブン墨田2丁目店,139.81601,35.73216
東京都/墨田区/墨田/四丁目/９番,セブンイレブン墨田鐘ケ淵駅前店,139.82057,35.73275
東京都/墨田区/墨田/五丁目/３９番,ファミリーマート伊勢源鐘ヶ渕店,139.81956,35.73561
東京都/墨田区/本所/二丁目/１２番,セブンイレブン墨田本所2丁目店,139.80162,35.70417
東京都/墨田区/本所/三丁目/７番,セブンイレブン墨田本所3丁目店,139.80444,35.70267
東京都/墨田区/立花/一丁目/１番,ローソン墨田立花一丁目店,139.82652,35.70566
東京都/墨田区/立花/三丁目/１３番,セブンイレブン墨田立花店,139.83249,35.70688
東京都/墨田区/立花/四丁目/４０番,セブンイレブン墨田立花4丁目店,139.83665,35.70875
東京都/墨田区/立花/四丁目/４０番,ローソン立花店,139.83665,35.70875
東京都/墨田区/立川/三丁目/１０番,ファミリーマート本所立川三丁目店,139.80536,35.69152
東京都/墨田区/立川/三丁目/９番,ローソンストア１００墨田立川３丁目店,139.80539,35.6911
東京都/墨田区/立川/三丁目/１１番,サンクス墨田立川三丁目店,139.80476,35.69149
東京都/墨田区/両国/二丁目/１８番,エーエムピーエム両国駅前通り店,139.79262,35.69499
東京都/墨田区/両国/二丁目/２１番,ファミリーマート両国駅西口店,139.79272,35.69558
東京都/墨田区/両国/三丁目/２１番,ミニストップ両国店,139.79442,35.69469
東京都/墨田区/両国/三丁目/２６番,ローソン両国三丁目店,139.79353,35.69542
東京都/墨田区/両国/三丁目/２０番,セブンイレブン墨田両国3丁目店,139.79451,35.6941
東京都/墨田区/両国/三丁目/９番,マイチャミー両国店,139.79359,35.69288
東京都/墨田区/両国/四丁目/２７番,ファミリーマート両国四丁目店,139.79518,35.69413
東京都/墨田区/両国/四丁目/３８番,セブンイレブン墨田両国4丁目店,139.79686,35.69549
東京都/墨田区/両国/四丁目/３７番,サンクス両国駅東口店,139.79556,35.69538
東京都/墨田区/緑/一丁目/１５番,ローソン墨田緑一丁目店,139.79834,35.69431
東京都/墨田区/緑/二丁目/２１番,ミニストップ緑２丁目店,139.8022,35.69553
東京都/墨田区/緑/三丁目/１１番,サンクス緑3丁目店,139.80518,35.69454
東京都/墨田区/緑/四丁目/１２番,ローソン緑四丁目店,139.80763,35.6941
東京都/墨田区/緑/四丁目/５番,ミスターベアー緑４丁目店,139.80627,35.6932
東京都/目黒区/下目黒/一丁目/３番,セブンイレブン下目黒1丁目店,139.71309,35.63362
東京都/目黒区/下目黒/一丁目/５番,ローソン下目黒１丁目店,139.71219,35.63391
東京都/目黒区/下目黒/一丁目/７番,セブンイレブン目黒行人坂店,139.71198,35.63297
東京都/目黒区/下目黒/一丁目/８番,エーエムピーエム目黒アルコタワー店,139.71368,35.63124
東京都/目黒区/下目黒/二丁目/１４番,ファミリーマート佐野久下目黒店,139.71249,35.62901
東京都/目黒区/下目黒/二丁目/２２番,ミニストップ下目黒２丁目店,139.70992,35.63154
東京都/目黒区/下目黒/三丁目/７番,サンクス下目黒店,139.71048,35.62877
東京都/目黒区/下目黒/六丁目/１番,ミニストップ下目黒６丁目店,139.70007,35.6297
東京都/目黒区/下目黒/六丁目/１６番,ファミリーマート下目黒六丁目店,139.69809,35.629
東京都/目黒区/柿の木坂/一丁目/３１番,セブンイレブン目黒柿の木坂1丁目店,139.67538,35.61927
東京都/目黒区/柿の木坂/一丁目/１番,セブンイレブン目黒環七柿の木坂店,139.67853,35.62326
東京都/目黒区/柿の木坂/三丁目/８番,エーエムピーエム目黒柿の木坂店,139.67255,35.62684
東京都/目黒区/駒場/一丁目/１１番,（株）スルガヤ,139.68698,35.65744
東京都/目黒区/駒場/一丁目/４０番,ローソン駒場１丁目店,139.68356,35.65759
東京都/目黒区/駒場/一丁目/３１番,セブンイレブン目黒駒場1丁目店,139.68393,35.65852
東京都/目黒区/駒場/二丁目/８番,サンクス駒場東大前店,139.68166,35.65752
東京都/目黒区/駒場/三丁目/１１番,コミュニティ・ストア遠州屋店,139.68192,35.65992
東京都/目黒区/駒場/四丁目/６番,サンクス駒場4丁目店,139.67738,35.6619
東京都/目黒区/原町/一丁目/１５番,ミニストップ西小山店,139.69708,35.61622
東京都/目黒区/原町/一丁目/６番,ファミリーマート原町一丁目店,139.69818,35.61618
東京都/目黒区/原町/一丁目/８番,エーエムピーエム西小山駅前店,139.69844,35.61565
東京都/目黒区/五本木/一丁目/１１番,セブンイレブン目黒祐天寺駅西店,139.69127,35.63788
東京都/目黒区/五本木/一丁目/３０番,ミニストップ祐天寺店,139.69009,35.63769
東京都/目黒区/五本木/一丁目/３１番,ファミリーマート祐天寺駅前店,139.69067,35.63763
東京都/目黒区/五本木/二丁目/２６番,セブンイレブン五本木店,139.68694,35.63419
東京都/目黒区/三田/一丁目/１１番,コミュニティ・ストア三田フレンズまるはん店,139.71246,35.64005
東京都/目黒区/三田/二丁目/１０番,エーエムピーエム目黒三田2丁目店,139.71107,35.63889
東京都/目黒区/三田/二丁目/２番,コミュニティ・ストアあいはん店,139.71057,35.64175
東京都/目黒区/自由が丘/一丁目/１４番,ローソン自由ヶ丘店,139.67006,35.60912
東京都/目黒区/自由が丘/一丁目/１６番,セブンイレブン目黒自由通り店,139.67068,35.61126
東京都/目黒区/自由が丘/一丁目/２４番,ナチュラルローソン自由が丘一丁目店,139.66914,35.61041
東京都/目黒区/自由が丘/一丁目/４番,セブンイレブン目黒自由が丘1丁目東店,139.67091,35.60827
東京都/目黒区/自由が丘/二丁目/１３番,エーエムピーエム自由ケ丘駅前店,139.66753,35.60686
東京都/目黒区/上目黒/一丁目/３番,セブンイレブン上目黒1丁目店,139.70082,35.64494
東京都/目黒区/上目黒/一丁目/１番,ファミリーマート代官山南店,139.70126,35.64622
東京都/目黒区/上目黒/二丁目/１番,セブンイレブン上目黒2丁目店,139.69878,35.64373
東京都/目黒区/上目黒/二丁目/１８番,ファミリーマート上目黒二丁目店,139.69743,35.64165
東京都/目黒区/上目黒/二丁目/９番,サンクス中目黒駅前店,139.69984,35.64252
東京都/目黒区/上目黒/三丁目/１０番,セブンイレブン上目黒3丁目店,139.69725,35.64387
東京都/目黒区/上目黒/三丁目/１番,ガーデンハラ,139.69748,35.64525
東京都/目黒区/上目黒/三丁目/６番,ローソン上目黒三丁目店,139.69733,35.64322
東京都/目黒区/上目黒/三丁目/６番,サンクス上目黒店,139.69733,35.64322
